open_date,close_date,ticker,qty,entry_px,exit_px,reason,pnl
2023-01-04,2023-01-10,GLEN.L,11,506.0071042238043,537.3704362191158,rsi_exit,344.99665194842726
2023-01-04,2023-01-11,RWE.DE,156,35.365892643097744,36.19263048147805,rsi_exit,128.97110278732734
2023-01-05,2023-01-12,AES,308,23.16956711233983,24.63374891595549,rsi_exit,450.96799551362307
2023-01-05,2023-01-12,ANET,184,27.549999237060547,29.1875,rsi_exit,301.3001403808594
2023-01-05,2023-01-12,ELV,10,458.5292263260963,461.7938599611369,rsi_exit,32.64633635040582
2023-01-05,2023-01-12,CI,15,292.1811498823605,295.2622169162295,rsi_exit,46.21600550803464
2023-01-05,2023-01-12,MSFT,16,218.20042850517999,230.19653607787433,rsi_exit,191.93772116310947
2023-01-05,2023-01-12,MOH,18,300.3599853515625,302.04998779296875,time,30.4200439453125
2023-01-05,2023-01-12,UNH,10,471.45716028318606,469.93222557530225,time,-15.249347078838014
2023-01-05,2023-01-12,ETR,105,47.241527154314454,49.04360482696214,time,189.2181556280068
2023-01-09,2023-01-16,BAX,213,42.33879689435835,42.067868202041915,time,-57.70781146340139
2023-01-19,2023-01-24,ETN,29,146.92914197601894,153.4120286412052,rsi_exit,188.00371329040186
2023-01-17,2023-01-24,ENGI.PA,592,9.493332233838817,9.690346196203333,time,116.63226571979305
2023-01-17,2023-01-24,EMR,62,86.10535389284408,84.6287737747003,time,-91.54796732491388
2023-01-17,2023-01-24,NOC,11,434.98084801019996,433.52364356719846,time,-16.029248873016513
2023-01-19,2023-01-25,SCHW,79,73.6322404688906,74.99546237927025,rsi_exit,107.69453091999236
2023-01-19,2023-01-25,HON,23,188.2119498173167,192.89905650082613,rsi_exit,107.80345372071682
2023-01-19,2023-01-26,ALL,60,117.72146535932558,121.22319505806276,rsi_exit,210.10378192423076
2023-01-19,2023-01-26,DE,10,396.2278141798025,403.3733284845796,time,71.45514304777066
2023-01-26,2023-02-01,SHW,23,219.59443602202109,230.37410920915923,rsi_exit,247.9324833041773
2023-01-30,2023-02-01,DEO,17,163.40817185994666,166.27483143463184,rsi_exit,48.733212769647935
2023-01-27,2023-02-02,HAS,103,51.36817749051488,54.185793184055925,rsi_exit,290.21441643472747
2023-01-26,2023-02-02,NEE,76,70.72796465354544,68.40352081208665,time,-176.65773195086786
2023-02-02,2023-02-08,CB,24,203.4200105641593,206.0806531337216,rsi_exit,63.85542166949517
2023-02-02,2023-02-08,SLB,84,49.777075372984086,51.12986565655397,rsi_exit,113.63438381987001
2023-02-03,2023-02-08,AIG,74,55.29019494718484,56.96423446468521,rsi_exit,123.87892429502779
2023-02-03,2023-02-08,HES,24,133.26388466437413,137.93926108031545,rsi_exit,112.20903398259156
2023-02-01,2023-02-08,EA,57,115.85340459188396,111.64324562528971,time,-239.97906109587223
2023-02-02,2023-02-09,COP,55,101.88015104913882,101.2394505031052,time,-35.238530031848754
2023-02-03,2023-02-10,APD,26,266.55071124365355,268.68102049102697,time,55.38804043170887
2023-02-03,2023-02-10,CI,18,281.1392687078814,280.93827054414095,time,-3.6179669473281137
2023-02-03,2023-02-10,COR,21,153.17903855721107,152.19492053612498,time,-20.666478442807886
2023-02-06,2023-02-13,NEM,178,44.2767228294797,44.72208974039717,time,79.27531014330987
2023-02-08,2023-02-14,WHR,26,123.62544400664547,124.85173920382321,rsi_exit,31.883675126621455
2023-02-09,2023-02-15,VFC,209,24.230209767612138,25.216006541271806,rsi_exit,206.0315256948707
2023-02-10,2023-02-16,EFX,15,203.46913698811775,210.4107332184841,rsi_exit,104.12394345549515
2023-02-09,2023-02-16,IFF,95,85.67927142059605,88.71059387244765,time,287.97563292590144
2023-02-09,2023-02-16,BAX,166,37.64902003724404,37.09782781897192,time,-91.49790823317204
2023-02-09,2023-02-16,SEE,89,47.03336104443705,47.241309779318925,time,18.50743740448683
2023-02-15,2023-02-18,DVN,80,51.15750460406487,48.169359315954274,stop,-239.05162304884755
2023-02-16,2023-02-22,OGN,354,21.366585451949213,23.530944906520325,take,766.1832469181738
2023-02-15,2023-02-22,KB,164,35.132804694072526,34.6646054813991,time,-76.78467087844183
2023-02-15,2023-02-22,AKAM,68,78.02999877929688,76.7699966430664,time,-85.68014526367188
