timestamp,ticker,market,signal_type,price,reason,values,rule_id,notes
2025-02-13 00:00:00,ILMN,NA,BUY,101.7800,entry_ok,"{""rsi"":13.686204374465248,""drop_pct"":-23.479435393807215,""zscore"":-2.833178219892708}",ENTRY_V1,
2025-02-13 00:00:00,SWKS,NA,BUY,64.8301,entry_ok,"{""rsi"":12.27386233017215,""drop_pct"":-25.97315559608625,""zscore"":-2.5641190701351966}",ENTRY_V1,
2025-02-13 00:00:00,WST,NA,BUY,198.7490,entry_ok,"{""rsi"":6.604274083513104,""drop_pct"":-42.067227248070616,""zscore"":-6.4554399692081414}",ENTRY_V1,
2025-02-13 00:00:00,ZBRA,NA,BUY,323.4200,entry_ok,"{""rsi"":9.582506325477297,""drop_pct"":-18.059284665516685,""zscore"":-3.8398478453664855}",ENTRY_V1,
2025-02-14 00:00:00,BIO,NA,BUY,277.1600,entry_ok,"{""rsi"":15.26231594680118,""drop_pct"":-23.198847286617962,""zscore"":-3.8702511782752813}",ENTRY_V1,
2025-02-14 00:00:00,FIS,NA,BUY,68.2570,entry_ok,"{""rsi"":19.930581305117343,""drop_pct"":-15.330787112375521,""zscore"":-3.315752879250495}",ENTRY_V1,
2025-02-14 00:00:00,HII,NA,BUY,159.0550,entry_ok,"{""rsi"":19.69785606810599,""drop_pct"":-18.24495436222209,""zscore"":-2.479217416290899}",ENTRY_V1,
2025-02-14 00:00:00,ILMN,NA,BUY,100.2400,entry_ok,"{""rsi"":9.887537246518491,""drop_pct"":-24.48395832789704,""zscore"":-2.6935092219592844}",ENTRY_V1,
2025-02-14 00:00:00,MRK,NA,BUY,81.4832,entry_ok,"{""rsi"":12.952888418476803,""drop_pct"":-15.998779326734203,""zscore"":-2.7534624897926894}",ENTRY_V1,
2025-02-14 00:00:00,SWKS,NA,BUY,64.5852,entry_ok,"{""rsi"":12.798782387378907,""drop_pct"":-25.72104133831702,""zscore"":-2.388711031043214}",ENTRY_V1,
2025-02-14 00:00:00,WST,NA,BUY,214.3407,entry_ok,"{""rsi"":14.523503947742313,""drop_pct"":-37.090750357516555,""zscore"":-4.361528893336221}",ENTRY_V1,
2025-02-14 00:00:00,ZBRA,NA,BUY,318.3600,entry_ok,"{""rsi"":10.53403056038475,""drop_pct"":-18.773285868120524,""zscore"":-3.50713873145145}",ENTRY_V1,
2025-02-18 00:00:00,BIO,NA,BUY,283.2100,entry_ok,"{""rsi"":13.736687687069733,""drop_pct"":-19.795530230302237,""zscore"":-3.0793420260554023}",ENTRY_V1,
2025-02-18 00:00:00,ILMN,NA,BUY,101.0900,entry_ok,"{""rsi"":12.65501919264382,""drop_pct"":-22.890929342847866,""zscore"":-2.4117210884955025}",ENTRY_V1,
2025-02-18 00:00:00,MRK,NA,BUY,81.7580,entry_ok,"{""rsi"":14.4935207688155,""drop_pct"":-16.534722029127124,""zscore"":-2.474551168039574}",ENTRY_V1,
2025-02-18 00:00:00,SWKS,NA,BUY,65.6529,entry_ok,"{""rsi"":15.120931310310112,""drop_pct"":-21.356491448496552,""zscore"":-2.110961350471482}",ENTRY_V1,
2025-02-18 00:00:00,WST,NA,BUY,210.6174,entry_ok,"{""rsi"":14.370608529162084,""drop_pct"":-37.35448660128936,""zscore"":-3.7387080399716024}",ENTRY_V1,
2025-02-19 00:00:00,BIO,NA,BUY,283.7300,entry_ok,"{""rsi"":15.606562178900049,""drop_pct"":-18.00421582312134,""zscore"":-2.7476302062035685}",ENTRY_V1,
2025-02-19 00:00:00,CE,NA,BUY,54.8126,entry_ok,"{""rsi"":25.645690642583304,""drop_pct"":-23.062919949659587,""zscore"":-4.503479977331017}",ENTRY_V1,
2025-02-19 00:00:00,ILMN,NA,BUY,103.0000,entry_ok,"{""rsi"":17.033972876064723,""drop_pct"":-17.06924111848155,""zscore"":-2.113773867604401}",ENTRY_V1,
2025-02-19 00:00:00,WST,NA,BUY,202.1228,entry_ok,"{""rsi"":14.008394758674598,""drop_pct"":-38.793267959643906,""zscore"":-3.4346324924889946}",ENTRY_V1,
2025-02-19 00:00:00,ZBRA,NA,BUY,324.7500,entry_ok,"{""rsi"":15.807760508469983,""drop_pct"":-15.310591134239859,""zscore"":-2.6512173964917998}",ENTRY_V1,
2025-02-20 00:00:00,AXON,NA,BUY,541.8100,entry_ok,"{""rsi"":28.747142898979604,""drop_pct"":-20.382945099572723,""zscore"":-2.211543711618635}",ENTRY_V1,
2025-02-20 00:00:00,BIO,NA,BUY,285.6300,entry_ok,"{""rsi"":14.803441389134647,""drop_pct"":-18.61001798149188,""zscore"":-2.4564341119196165}",ENTRY_V1,
2025-02-20 00:00:00,CE,NA,BUY,52.5167,entry_ok,"{""rsi"":21.218388092574074,""drop_pct"":-24.778380279235222,""zscore"":-4.138192310357913}",ENTRY_V1,
2025-02-20 00:00:00,FIS,NA,BUY,69.1179,entry_ok,"{""rsi"":17.933879719779853,""drop_pct"":-15.065659126805663,""zscore"":-2.3511419865658523}",ENTRY_V1,
2025-02-20 00:00:00,ILMN,NA,BUY,97.2000,entry_ok,"{""rsi"":12.752244536738544,""drop_pct"":-22.040426122611123,""zscore"":-2.3458429898546154}",ENTRY_V1,
2025-02-20 00:00:00,IP.MI,NA,BUY,37.6023,entry_ok,"{""rsi"":26.626501971310162,""drop_pct"":-15.79414961130502,""zscore"":-2.796761510944865}",ENTRY_V1,
2025-02-20 00:00:00,WST,NA,BUY,203.2807,entry_ok,"{""rsi"":12.546998598218565,""drop_pct"":-39.19571256529788,""zscore"":-3.0115476536048926}",ENTRY_V1,
2025-02-20 00:00:00,ZBRA,NA,BUY,320.9800,entry_ok,"{""rsi"":15.971207779500446,""drop_pct"":-17.281722523936725,""zscore"":-2.5615096588586597}",ENTRY_V1,
2025-02-21 00:00:00,AKAM,NA,BUY,76.7300,entry_ok,"{""rsi"":18.2689651396591,""drop_pct"":-22.969578469252873,""zscore"":-4.438297024278196}",ENTRY_V1,
2025-02-21 00:00:00,AXON,NA,BUY,513.2200,entry_ok,"{""rsi"":26.036417741160335,""drop_pct"":-24.236794773213944,""zscore"":-2.7199052165823074}",ENTRY_V1,
2025-02-21 00:00:00,BIO,NA,BUY,280.0800,entry_ok,"{""rsi"":12.43956990540859,""drop_pct"":-18.9137594155355,""zscore"":-2.5128427445251305}",ENTRY_V1,
2025-02-21 00:00:00,CCL,NA,BUY,23.2200,entry_ok,"{""rsi"":19.31033956593481,""drop_pct"":-15.37901289566449,""zscore"":-2.215118881121023}",ENTRY_V1,
2025-02-21 00:00:00,CE,NA,BUY,52.6665,entry_ok,"{""rsi"":22.303028955514492,""drop_pct"":-23.414144341274977,""zscore"":-3.484330296637406}",ENTRY_V1,
2025-02-21 00:00:00,EPAM,NA,BUY,208.8400,entry_ok,"{""rsi"":23.181166898154487,""drop_pct"":-20.971774532547304,""zscore"":-2.6399469952656633}",ENTRY_V1,
2025-02-21 00:00:00,FIS,NA,BUY,69.1179,entry_ok,"{""rsi"":18.526503785777777,""drop_pct"":-15.701181469071235,""zscore"":-2.1999825325796385}",ENTRY_V1,
2025-02-21 00:00:00,ILMN,NA,BUY,94.2000,entry_ok,"{""rsi"":12.066934396241777,""drop_pct"":-23.28990667163199,""zscore"":-2.3576101157816503}",ENTRY_V1,
2025-02-21 00:00:00,WST,NA,BUY,210.5276,entry_ok,"{""rsi"":16.010510252220712,""drop_pct"":-36.13819989709634,""zscore"":-2.5721222024318}",ENTRY_V1,
2025-02-21 00:00:00,ZBRA,NA,BUY,311.0500,entry_ok,"{""rsi"":14.979661122646846,""drop_pct"":-17.449575936856476,""zscore"":-2.676346609261593}",ENTRY_V1,
2025-02-24 00:00:00,AKAM,NA,BUY,77.6500,entry_ok,"{""rsi"":21.362224116150628,""drop_pct"":-22.069448011311476,""zscore"":-3.5699055979577943}",ENTRY_V1,
